Customer ID,frequency,recency,T,monetary_value,pred_purchases_4w,exp_avg_profit,clv_4w
12432.0,1.0,18.0,24.0,1042.66,0.18063468554890552,1272.071585994692,973.9259098488756
12433.0,5.0,53.0,53.0,2291.346,0.37611379172941756,2376.4278462993757,3788.411200394114
12434.0,1.0,25.0,37.0,519.89,0.12050398682882954,636.50286589728,325.0985252679566
12435.0,1.0,27.0,38.0,3850.9,0.11749535802414668,4686.24895372114,2333.776625762104
12437.0,14.0,47.0,47.0,325.6221428571429,1.1560270958472272,330.0669711042196,1617.2728718892904
12438.0,1.0,18.0,20.0,2016.78,0.21339932239373854,2456.378645736625,2221.782643136609
12444.0,4.0,21.0,24.0,783.8149999999999,0.6412440065993972,821.1613677437017,2231.8502361914216
12449.0,3.0,24.0,27.0,1069.4533333333334,0.4373463786266166,1137.991846392979,2109.492110895463
12450.0,1.0,3.0,25.0,96.0,0.1739549979231537,121.14960392338745,89.32481595065988
12451.0,4.0,45.0,46.0,1529.0025,0.3476614949580443,1600.9473534610834,2359.1027901261955
12455.0,4.0,32.0,42.0,191.99,0.37922943252689945,201.85838561210494,324.46066365829006
12456.0,2.0,30.0,36.0,1120.435,0.2287892191196627,1231.5444820824064,1194.2599797163641
12457.0,4.0,25.0,34.0,368.745,0.46337996398166686,386.8199850826755,759.7301743255998
12458.0,1.0,30.0,40.0,505.48,0.11190734621685564,618.9836026331224,293.5965592886149
12461.0,1.0,9.0,22.0,200.0,0.19565418603285017,247.58981068760653,205.32183275090225
12462.0,1.0,41.0,43.0,427.48,0.10445562956097337,524.1534475599581,232.06172595475175
12463.0,3.0,27.0,34.0,331.40333333333336,0.3524305963550346,353.5341591831788,528.1024809104806
12464.0,6.0,43.0,44.0,166.35833333333332,0.5364748389566633,172.05570967882406,391.2295658866238
12465.0,1.0,22.0,24.0,301.25,0.1806348017519307,370.6866465998871,283.8060104320374
12468.0,1.0,18.0,45.0,508.95000000000005,0.1000152563082376,623.2023287626594,264.1852340274919
12471.0,17.0,52.0,52.0,1027.2729411764706,1.2710979376190383,1038.327495670497,5594.053158980181
12472.0,6.0,49.0,53.0,823.4683333333334,0.448771733873176,849.1951358673499,1615.274039190109
12473.0,3.0,23.0,27.0,1088.7866666666666,0.4373463786225303,1158.540836234755,2147.5837124061945
12474.0,14.0,45.0,47.0,505.335,1.1560270958400862,512.0872845159197,2509.141919021132
12476.0,9.0,49.0,51.0,755.9966666666667,0.6918808808280369,771.6180760830283,2262.8040271310465
12477.0,5.0,40.0,43.0,2172.7580000000003,0.45959727166636544,2253.4756117968095,4389.787773511361
12480.0,3.0,44.0,48.0,821.7933333333334,0.25385349843045324,874.7592865198279,941.2065373330315
12481.0,7.0,49.0,52.0,774.3485714285715,0.5310764057137499,795.0267400227357,1789.5834868726934
12483.0,7.0,46.0,48.0,276.7742857142857,0.5735179704193829,284.5088697374049,691.6017144616147
12484.0,5.0,44.0,48.0,677.73,0.4136857344236775,703.4281091498025,1233.3986936836545
12488.0,2.0,10.0,11.0,372.635,0.6669994226342393,410.92391463927487,1161.7163324216167
12490.0,9.0,46.0,47.0,505.96777777777777,0.7483005246702672,516.5595224242948,1638.3611533019575
12492.0,1.0,6.0,15.0,136.82,0.27596978292271157,170.77738507834343,199.7584280291358
12493.0,1.0,5.0,28.0,201.24,0.15659052808203902,249.0973669990261,165.3285459138441
12494.0,6.0,50.0,52.0,198.08333333333334,0.4570742525255548,204.7477221209281,396.66059308430306
12498.0,1.0,5.0,8.0,156.45,0.46814113074628916,194.6429741050898,386.2146575789287
12500.0,8.0,44.0,47.0,489.11,0.6667552104307054,500.6732828011915,1414.9270702893605
12502.0,4.0,31.0,44.0,776.655,0.36275998626558686,813.6689344195565,1251.0663190783353
12504.0,1.0,2.0,4.0,32.65,0.7775288754478185,44.13049720691361,145.4348768477273
12507.0,2.0,23.0,42.0,429.325,0.19762785711400263,473.1343719384874,396.3199016771298
12510.0,1.0,26.0,46.0,301.52,0.09793408369249237,371.0149048289865,154.0062838666121
12516.0,1.0,15.0,26.0,728.86,0.16775616698676385,890.5625775080383,633.222235267994
12517.0,3.0,23.0,27.0,577.3000000000001,0.4373463786225303,614.8925094655885,1139.8244212958327
12518.0,4.0,16.0,16.0,433.015,0.9254128127329806,454.07399202999557,1781.0469012649323
12520.0,4.0,28.0,39.0,411.71,0.40694245404676527,431.77981717372273,744.7466497811907
12522.0,1.0,2.0,7.0,103.32,0.5198539053817283,130.04904924563823,286.5508577708175
12523.0,10.0,44.0,47.0,168.68200000000002,0.829845838898961,172.10123375414065,605.3333824815629
12524.0,7.0,46.0,47.0,592.6185714285714,0.5852098962004404,608.5693300828925,1509.5063475158672
12526.0,2.0,13.0,13.0,398.17999999999995,0.5783762368443276,438.9564800248522,1076.0814037429418
12527.0,2.0,35.0,46.0,108.09500000000003,0.18117685591792834,120.62307897277844,92.62886638012438
12528.0,5.0,43.0,44.0,287.99,0.44961741262880917,299.34503265782746,570.4642042756676
12530.0,3.0,40.0,48.0,424.96000000000004,0.2538534984249285,452.9735553709595,487.3817038753901
12535.0,1.0,13.0,26.0,344.9,0.16775605007974687,423.75506030429256,301.30497987743246
12536.0,1.0,2.0,8.0,8322.12,0.4681395284504664,10122.22954303183,20084.670687024754
12539.0,3.0,44.0,47.0,1284.1666666666667,0.2590286392562779,1366.2060932323172,1499.9515199503458
12540.0,15.0,48.0,51.0,834.6153333333333,1.1442631148054458,844.854699218515,4097.520576550041
12541.0,2.0,36.0,40.0,334.39,0.20702696280486008,368.95462659185233,323.752471054246
12545.0,1.0,26.0,37.0,372.24,0.12050400587213494,456.9942454286556,233.4132125448666
12546.0,1.0,5.0,11.0,401.3,0.3605424553898774,492.3245570495037,752.352089139835
12547.0,1.0,12.0,40.0,48.4,0.11190672692054439,63.27889390437948,30.01430511806781
12553.0,9.0,46.0,47.0,332.4411111111111,0.7483005246702672,339.5421352819244,1076.9187677430366
12556.0,1.0,14.0,21.0,290.81,0.20414200716478015,357.99399507470974,309.7571521506732
12557.0,4.0,51.0,53.0,2842.7400000000002,0.3034558495783676,2975.680680860414,3827.3225075191804
12559.0,1.0,1.0,45.0,75.60000000000001,0.10000979441859524,96.34787105809833,40.84114203161015
12560.0,2.0,19.0,20.0,420.85,0.3947853925062815,463.8340786661144,776.1344292245385
12562.0,6.0,27.0,28.0,556.13,0.8220950958403171,573.7080398993534,1999.0617705601303
12567.0,8.0,50.0,53.0,984.295,0.5940876181713551,1007.0930034769427,2535.9068698958913
12569.0,19.0,36.0,36.0,198.73736842105265,2.01579489425641,200.80508452171057,1715.6720114696818
12571.0,1.0,12.0,17.0,271.26,0.24700094891360813,334.22566774547437,349.9062031260354
12572.0,1.0,6.0,7.0,487.68,0.5198557255302743,597.3428749369386,1316.193493904968
12576.0,4.0,38.0,43.0,262.245,0.3708119287395584,275.3752715321917,432.8045874811422
12577.0,1.0,46.0,51.0,430.71,0.08870432426768894,528.080388596962,198.54458716315796
12578.0,1.0,44.0,47.0,1185.85,0.09593775719814043,1446.1578668270813,588.0557302028628
12582.0,1.0,7.0,41.0,306.2,0.109306711424775,376.7047141333764,174.5263893013323
12583.0,14.0,53.0,53.0,458.96571428571434,1.0300352710687337,465.12263183288036,2030.6393069416515
12584.0,8.0,40.0,40.0,234.315,0.7777423943313096,240.09751267572716,791.4740023258618
12585.0,1.0,17.0,50.0,777.25,0.09040798217840706,949.3937467899667,363.8030733401197
12589.0,1.0,16.0,20.0,515.18,0.21339924532499668,630.7765834563235,570.5341727841263
12592.0,1.0,17.0,30.0,205.8,0.14682096337677994,254.64128375714955,158.46381410533968
12593.0,2.0,16.0,31.0,91.05,0.26339921054258336,101.91824135300283,113.78358431907121
12594.0,8.0,41.0,46.0,374.65250000000003,0.6806307729886063,383.61897950192997,1106.6871997411847
12596.0,1.0,27.0,34.0,348.32,0.13053144811799758,427.91299787288517,236.7466568091424
12597.0,3.0,35.0,38.0,1098.3566666666666,0.31723371616408996,1168.712586206434,1571.4489610753212
12598.0,6.0,39.0,40.0,383.7033333333333,0.5875039171581804,396.025621238449,986.1597454827902
12599.0,6.0,39.0,43.0,138.45333333333335,0.5483826145863337,143.30013498388593,333.0761206226979
12600.0,9.0,49.0,53.0,280.28222222222223,0.6667455603167786,286.33400073568566,809.1821133376952
12601.0,4.0,20.0,47.0,108.19999999999999,0.34057395318745237,114.17807999337217,164.81904237042164
12604.0,1.0,26.0,37.0,75.68,0.12050400587213494,96.44513275560927,49.2600694559891
12609.0,2.0,34.0,45.0,419.46,0.1850273830520276,462.3087208314715,362.5611891993325
12610.0,3.0,15.0,18.0,384.2633333333333,0.633637169399834,409.71793175402087,1100.3702428795568
12613.0,2.0,29.0,37.0,1261.36,0.22293071252065713,1386.1927215407152,1309.8052855985538
12615.0,3.0,24.0,24.0,552.15,0.4877077673183832,588.1611080248642,1215.8197565405458
12616.0,1.0,29.0,42.0,457.7,0.10682667386789886,560.8940537947148,253.96493805013728
12619.0,8.0,34.0,36.0,429.4075,0.8594971044684242,439.6162568944212,1601.5163710325671
12620.0,2.0,27.0,29.0,388.875,0.2803639876425743,428.74536157064216,509.48908381204217
12621.0,15.0,52.0,52.0,881.6706666666666,1.1230936312389799,892.4734475102523,4248.391085719731
12624.0,1.0,10.0,25.0,341.19,0.17395696645720468,419.2445490822228,309.1167016424076
12625.0,1.0,15.0,45.0,967.2,0.10001511567266194,1180.3294898174997,500.359465352507
12626.0,8.0,43.0,46.0,690.56,0.6806307729960005,706.6937655099368,2038.7128537035983
12627.0,5.0,19.0,20.0,742.1020000000001,0.9389418458236967,770.1691051983001,3065.0531388273503
12628.0,2.0,9.0,9.0,226.41,0.7876961975576299,250.45956257405433,836.1988907868665
12630.0,1.0,5.0,6.0,569.09,0.584414147068831,696.3188098665067,1724.8132028170905
12633.0,3.0,33.0,41.0,383.72,0.29512811108404235,409.1404342808814,511.7951905395129
12635.0,1.0,9.0,22.0,1005.54,0.19565418603285017,1226.9421583496166,1017.4813411426915
12637.0,5.0,37.0,46.0,897.244,0.43090381444965137,931.020587348241,1700.4068406702988
12640.0,1.0,8.0,11.0,409.99,0.360543077892317,502.8896089416293,768.4985356203404
12642.0,2.0,12.0,15.0,323.40500000000003,0.510541388933993,356.89991017922495,772.3081441230577
12643.0,4.0,29.0,47.0,618.36,0.34057395343048136,648.0244186310699,935.4401842616198
12645.0,3.0,40.0,45.0,468.6266666666667,0.2700388402974296,499.3859289791088,571.578330792733
12646.0,1.0,7.0,7.0,615.28,0.5198559139154125,752.4752824668843,1658.0149719098858
12647.0,10.0,50.0,53.0,335.082,0.7394035024675468,341.50780788752536,1070.2749510585145
12649.0,1.0,15.0,30.0,248.51000000000002,0.14682087076628234,306.56687251580144,190.77709842524234
12653.0,1.0,21.0,42.0,1430.75,0.1068265078037528,1743.9002383324398,789.6122708325789
12654.0,3.0,41.0,42.0,145.12666666666667,0.2884286448571647,155.54464205766664,190.15452552202242
12656.0,4.0,31.0,33.0,877.4925,0.47659956921904584,919.1882424256307,1856.8265033936832
12657.0,2.0,10.0,11.0,512.37,0.6669994226342393,564.2662722103715,1595.2280237495772
12662.0,9.0,53.0,53.0,398.70000000000005,0.6667455603250847,407.13391014496807,1150.563596988816
12664.0,8.0,45.0,46.0,527.5375,0.680630773000917,539.9726230806173,1557.7456333382293
12668.0,3.0,50.0,51.0,1112.4266666666665,0.23949864684274166,1183.6672907102507,1201.5612968270007
12669.0,2.0,15.0,36.0,803.865,0.22878921902178492,884.1469786918314,857.379792406406
12670.0,4.0,32.0,33.0,590.75,0.4765995692214189,619.1325074467613,1250.6922911804659
12673.0,1.0,45.0,46.0,389.62,0.09793429006164818,478.1243492129068,198.46725415545797
12674.0,3.0,24.0,29.0,461.2866666666667,0.4091781704383977,491.58439869780005,852.5576739030383
12676.0,5.0,41.0,44.0,164.378,0.4496174126254773,171.1839066473435,326.2265293751477
12678.0,8.0,44.0,50.0,2175.8975,0.628327347193791,2225.7304929132683,5927.502671853077
12679.0,3.0,32.0,40.0,106.32000000000001,0.3021462013863845,114.29785934422586,146.37552160625617
12680.0,3.0,16.0,16.0,189.67666666666665,0.7038366239540529,202.89589192582812,605.2828038486074
12681.0,19.0,50.0,52.0,671.2642105263158,1.4191022439907293,677.7873635561295,4076.809092318193
12682.0,24.0,53.0,53.0,497.64916666666664,1.7566146925555077,501.50978005367114,3733.955501300402
12683.0,10.0,52.0,52.0,741.3489999999999,0.7530828652886852,755.11538392988,2410.290033221153
12684.0,6.0,29.0,30.0,299.0883333333333,0.770798281178902,308.83146417655354,1008.9635993483013
12685.0,4.0,9.0,13.0,314.165,1.1098500749386193,329.70587742459657,1550.9729558546167
12689.0,1.0,15.0,18.0,736.5799999999999,0.2346833510238056,899.9483313178437,895.1855788670126
12691.0,4.0,47.0,51.0,213.95,0.3148956858383859,224.8379716174441,300.08866378919254
12693.0,3.0,27.0,45.0,231.28666666666666,0.2700388402543343,247.12227816632645,282.84685458042486
12694.0,1.0,16.0,26.0,430.17,0.16775621494146412,527.4238721387633,375.0175755804968
12695.0,3.0,29.0,30.0,164.28333333333333,0.39641228918091737,175.90585664744023,295.55657770903457
12697.0,2.0,20.0,24.0,283.54499999999996,0.3341715280025133,313.1583538563,443.5541698015645
12700.0,3.0,30.0,31.0,1282.52,0.38441886920687973,1364.4558861664832,2223.194280239472
12701.0,1.0,23.0,34.0,460.63,0.13053136949228758,564.4562634660529,312.29023998063496
12704.0,6.0,23.0,24.0,335.2133333333333,0.948316485195319,346.05759339549786,1390.960841473734
12705.0,6.0,49.0,51.0,1001.715,0.46568976383609484,1032.874954446711,2038.7203546725968
12708.0,8.0,48.0,52.0,314.55875,0.6050785589008736,322.161826944081,826.2263924797063
12709.0,14.0,50.0,52.0,655.9871428571429,1.0490914780432528,664.6737532581271,2955.5282115582295
12710.0,2.0,15.0,29.0,215.03000000000003,0.28036398757174763,237.97138116525142,282.78748133526904
12712.0,12.0,49.0,53.0,351.7166666666667,0.8847193867592283,357.30514501258887,1339.8557188468508
12714.0,4.0,41.0,42.0,935.1400000000001,0.3792294325500025,979.5122717627344,1574.4364585757355
12716.0,1.0,19.0,19.0,375.59000000000003,0.22353592750135776,461.0670790119261,436.84228365184345
12717.0,1.0,14.0,35.0,421.24,0.1270081359198578,516.5670351541049,278.0810857758045
12719.0,1.0,8.0,9.0,361.35,0.4257853459821968,443.75449685497915,800.8417351376959
12720.0,19.0,53.0,53.0,279.3863157894737,1.3933249818121551,282.21446762919334,1666.6519633397854
12721.0,5.0,46.0,50.0,473.90599999999995,0.39779078670007895,492.103048897069,829.7055521927509
12722.0,3.0,9.0,21.0,231.57000000000002,0.5511769999031988,247.423427155387,578.0230072458266
12723.0,2.0,9.0,9.0,212.82999999999998,0.7876961975576299,235.5571457435144,786.444813539141
12724.0,3.0,46.0,47.0,292.17,0.259028639258274,311.8338815215057,342.3610148430707
12726.0,6.0,47.0,51.0,406.46999999999997,0.4656897638327938,419.48624062164527,827.9948444606183
12727.0,5.0,45.0,46.0,693.24,0.43090381446912795,719.5089027978513,1314.103981073753
12728.0,3.0,37.0,47.0,194.59666666666666,0.25902863924540104,208.12525554763184,228.49978120580045
12731.0,9.0,49.0,52.0,1980.4455555555553,0.6790807120927325,2020.6983884297742,5816.156860976868
12735.0,1.0,3.0,48.0,459.8,0.09401783610371554,563.4471733543769,224.5311890263664
12739.0,1.0,3.0,14.0,37.5,0.293160440210744,50.02698761851421,62.16170787850719
12744.0,4.0,38.0,45.0,4806.555,0.3550502975252127,5030.6741094157505,7570.582310312516
12747.0,10.0,53.0,53.0,383.745,0.7394035024738524,391.0500682063529,1225.5388689455513
12748.0,45.0,53.0,53.0,713.2391111111111,3.282431477677327,716.1446095532766,9963.447034810362
12749.0,3.0,30.0,30.0,1077.26,0.3964122891830137,1146.2893867739167,1925.992543272199
12753.0,5.0,49.0,52.0,3567.7599999999998,0.3830720993342347,3699.815992236225,6007.224566850205
12754.0,2.0,11.0,44.0,1482.585,0.18904513336518672,1628.9605538924227,1305.2367399212387
12755.0,1.0,12.0,52.0,17.549999999999997,0.08706244408268797,25.772351801724106,9.510385608165851
12757.0,8.0,28.0,30.0,834.2625,1.0203889425028412,853.6565772073977,3692.003932123646
12758.0,1.0,23.0,39.0,1221.4,0.11463318859985855,1489.3785336585045,723.6501946044522
12759.0,2.0,32.0,39.0,543.32,0.21206994574091767,598.2301750752617,537.7255357733698
12762.0,1.0,2.0,3.0,1436.93,0.9314200778720508,1751.4137044651598,6914.289500302356
12763.0,1.0,33.0,53.0,174.0,0.08548166631817444,215.97975899655177,78.25268572976714
12766.0,6.0,52.0,52.0,973.39,0.4570742525279483,1003.6865776958018,1944.4558848206213
12775.0,4.0,42.0,44.0,292.89750000000004,0.3627599862992993,307.45094366464434,472.7248444083995
12778.0,5.0,41.0,44.0,137.55,0.4496174126254773,143.3685918833298,273.21866329323234
12779.0,7.0,48.0,53.0,533.3142857142857,0.5214296760189195,547.7223399732895,1210.5128938243956
12781.0,1.0,31.0,40.0,277.48,0.11190735963645923,341.7877647269498,162.1169338530313
12782.0,4.0,51.0,51.0,466.855,0.31489568584244565,489.4851573496986,653.3102294017095
12783.0,4.0,11.0,11.0,471.72249999999997,1.2799097060293962,494.57865165211155,2683.0447675903615
12784.0,1.0,1.0,2.0,56.0,1.1612592467562326,72.51875516791857,356.93796727451564
12787.0,2.0,26.0,27.0,152.78,0.29966450693182717,169.65949252746728,215.48978656665423
12793.0,1.0,5.0,53.0,413.68,0.08547966954101505,507.3758047393213,183.82552207685376
12794.0,1.0,7.0,14.0,543.41,0.2931618319348244,665.0978049654957,826.4301670373466
12798.0,2.0,23.0,24.0,2685.0,0.33417152801413863,2948.4664105414377,4176.176540898281
12808.0,2.0,47.0,52.0,177.125,0.16106563975724097,196.37520222846092,134.06109662885095
12811.0,1.0,3.0,40.0,274.6,0.11190440158919135,338.28634361655605,160.45189680250488
12815.0,1.0,7.0,28.0,448.1,0.1565910664164618,549.2226500934022,364.5261103355581
12816.0,1.0,12.0,25.0,253.55,0.17395714910482105,312.6943594589905,230.55553308384998
12820.0,3.0,46.0,46.0,257.29333333333335,0.26441917544703214,274.76421243279833,307.9401613208803
12822.0,1.0,2.0,12.0,257.98,0.33488374802215554,318.08022595865873,451.48566244679716
12823.0,4.0,32.0,42.0,363.375,0.37922943252689945,381.20066008956655,612.7296559148839
12826.0,6.0,52.0,52.0,219.95333333333335,0.4570742525279483,227.28434346399555,440.32110122538916
12827.0,2.0,5.0,6.0,106.2,1.0811571209835638,118.54354437087318,543.2252415237614
12828.0,5.0,18.0,18.0,158.342,1.0325902908984463,164.92577186593653,721.821448748915
12829.0,1.0,3.0,51.0,207.25,0.08870110713517464,256.4041520245353,96.39784261758314
12830.0,4.0,19.0,24.0,1148.2,0.6412440065830012,1202.4644846178148,3268.2012931410586
12832.0,1.0,10.0,14.0,115.23,0.29316223552922194,144.52888446257913,179.58741356985388
12836.0,3.0,36.0,44.0,587.89,0.2759025599610283,626.1483957978854,732.2278156857619
12838.0,1.0,48.0,53.0,281.16,0.08548178848118047,346.2618028124529,125.45599126850738
12839.0,13.0,52.0,52.0,399.1392307692308,0.9750893248588921,404.9482529070879,1673.6211358843818
12840.0,3.0,12.0,32.0,624.2333333333332,0.37312985693504147,664.7769537711412,1051.3544979798644
12841.0,22.0,53.0,53.0,158.4359090909091,1.611298808258172,159.89160964498254,1091.980746035578
12842.0,1.0,34.0,44.0,808.26,0.10218737282708451,987.094812287644,427.5326864018523
12843.0,7.0,29.0,38.0,229.83714285714285,0.7167095909767565,236.35073356220397,717.9817266583602
12844.0,1.0,14.0,18.0,151.08,0.23468329966725385,188.1142826596681,187.11869371247911
12845.0,1.0,3.0,41.0,289.0,0.10930505503831875,355.7934491685248,164.83575257979317
12849.0,1.0,34.0,38.0,341.44,0.11749545238758292,419.5484918869445,208.93752333144266
12853.0,2.0,26.0,45.0,764.8499999999999,0.1850273830280672,841.3327082468007,659.8071233139262
12854.0,2.0,34.0,45.0,463.175,0.1850273830520276,510.2806760411218,400.18273589597857
12856.0,5.0,8.0,9.0,355.658,1.8734252475120419,369.503326956742,2934.0529165742146
12857.0,1.0,13.0,43.0,304.8,0.10445496889519326,375.002634426935,166.0262058294668
12865.0,1.0,13.0,17.0,586.85,0.24700101629371415,717.9109067139349,751.592628332552
12867.0,6.0,47.0,51.0,607.7583333333333,0.4656897638327938,626.9100608827554,1237.4143609148682
12868.0,5.0,27.0,53.0,280.75200000000007,0.3761137914820225,291.8406622887381,465.2413220706616
12871.0,1.0,17.0,29.0,248.64,0.15154914408657433,306.7249227742567,197.02247667720982
12872.0,1.0,6.0,52.0,221.44,0.08706147944537994,273.65594562053786,100.98204272397724
12875.0,1.0,32.0,52.0,49.470000000000006,0.08706311859379467,64.57976910858828,23.831091153247073
12876.0,1.0,20.0,28.0,1491.59,0.1565920900721874,1817.8677592895078,1206.550012422074
12877.0,11.0,51.0,51.0,125.97363636363637,0.8426749588268659,128.37656565120565,458.52082174990693
12878.0,1.0,4.0,38.0,539.81,0.11749311507168002,660.7210285775034,329.036265893658
12879.0,2.0,7.0,13.0,216.35999999999996,0.5783762367274131,239.43089621566503,586.9537108382929
12882.0,1.0,4.0,5.0,991.1999999999999,0.6672805592402282,1209.507999070781,3420.8216916507567
12883.0,1.0,10.0,13.0,411.84000000000003,0.31263832118901036,505.13878569656976,669.3698491018015
12885.0,1.0,8.0,17.0,529.87,0.24700052998083127,648.6362626617695,679.066537480204
12886.0,1.0,22.0,31.0,603.4,0.14237904415561425,738.0319203865101,445.3838234090619
12888.0,1.0,6.0,36.0,81.36,0.12366935167531255,103.35071327888585,54.1737354626471
12891.0,2.0,16.0,42.0,144.5,0.19762785704386632,160.57318830383915,134.50375612585972
12895.0,1.0,6.0,12.0,105.0,0.3348857150610353,132.09154489336794,187.49291556311204
12897.0,1.0,14.0,43.0,87.7,0.10445503675360782,111.05870280662766,49.16943332422939
12901.0,19.0,37.0,38.0,910.7757894736841,1.9151372156329842,919.5572877205614,7464.348481508866
12904.0,1.0,22.0,24.0,251.37,0.1806348017519307,310.0439782018175,237.37662340697378
12906.0,1.0,10.0,11.0,983.22,0.360543309170761,1199.806144744065,1833.5034972661463
12908.0,1.0,19.0,44.0,432.0,0.10218707743654805,529.648733469326,229.40196674109058
12909.0,3.0,31.0,36.0,425.0733333333333,0.3339072000158892,453.09401496658364,641.2499285145784
12910.0,5.0,31.0,34.0,470.96400000000006,0.5743293316532441,489.0527784320427,1190.5015021555992
12912.0,4.0,6.0,6.0,336.06,2.074639716248977,352.6174455296467,3100.699669332294
12913.0,4.0,52.0,52.0,516.5025,0.309069946146808,541.4377528050755,709.2813349956556
12915.0,1.0,32.0,53.0,164.0,0.08548165395833951,203.82204680768456,73.84775472284294
12916.0,3.0,26.0,46.0,712.6333333333333,0.26441917538727167,758.7354383580207,850.347689629257
12919.0,5.0,23.0,24.0,225.798,0.7947802459029134,234.86426421427814,791.1835087599012
12921.0,18.0,52.0,53.0,903.593888888889,1.320667039660412,912.7965888501951,5109.52546525045
12924.0,3.0,35.0,47.0,291.83666666666664,0.25902863924055225,311.47958859319914,341.9720382084897
12925.0,1.0,10.0,10.0,325.74,0.3904578501086568,400.46088375042297,662.7465574014055
12928.0,4.0,46.0,51.0,417.59000000000003,0.3148956858370797,437.93282107679175,584.5039170226383
12930.0,1.0,13.0,24.0,194.24,0.18063444345557136,240.58696846681903,184.1984135998257
12931.0,10.0,48.0,51.0,4187.896,0.7672779198224083,4263.935815779007,13866.810468572545
